Page,Meta description
https://docs.avitai.bio/artifex/factory/vae/,Module: generative_models.factory.builders.vae
https://docs.avitai.bio/artifex/fine_tuning/,Status: Current runtime fine-tuning surface
https://docs.avitai.bio/artifex/generative_models/,"The main module containing all generative model implementations, core infrastructure, modalities, extensions, and training systems in Artifex."
https://docs.avitai.bio/artifex/getting-started/core-concepts/,This guide introduces the fundamental concepts behind Artifex and modern generative modeling. It is intended for readers who already know basic deep learning
https://docs.avitai.bio/artifex/getting-started/hardware-setup-guide/,This guide describes the supported JAX backend model for Artifex.
https://docs.avitai.bio/artifex/getting-started/installation/,"Artifex supports CPU-first installation by default, with explicit extras for accelerator backends."
https://docs.avitai.bio/artifex/getting-started/quickstart/,This page mirrors the checked-in executable quickstart in docs/getting-started/quickstart.py and the paired notebook docs/getting-started/quickstart.ipynb. It
https://docs.avitai.bio/artifex/guides/configuration/,"ARTIFEX - Architectures + Generative + JAX. A production-ready modular generative modeling library built on JAX/Flax, providing implementations of state-of-the-art generative models (VAEs, GANs, Diffusion Models, Flow Models, etc.) with multi-modal support"
https://docs.avitai.bio/artifex/guides/custom-extensions/,"ARTIFEX - Architectures + Generative + JAX. A production-ready modular generative modeling library built on JAX/Flax, providing implementations of state-of-the-art generative models (VAEs, GANs, Diffusion Models, Flow Models, etc.) with multi-modal support"
https://docs.avitai.bio/artifex/guides/extensions/,"ARTIFEX - Architectures + Generative + JAX. A production-ready modular generative modeling library built on JAX/Flax, providing implementations of state-of-the-art generative models (VAEs, GANs, Diffusion Models, Flow Models, etc.) with multi-modal support"
https://docs.avitai.bio/artifex/guides/factory/,"ARTIFEX - Architectures + Generative + JAX. A production-ready modular generative modeling library built on JAX/Flax, providing implementations of state-of-the-art generative models (VAEs, GANs, Diffusion Models, Flow Models, etc.) with multi-modal support"
https://docs.avitai.bio/artifex/guides/geometric-models/,"ARTIFEX - Architectures + Generative + JAX. A production-ready modular generative modeling library built on JAX/Flax, providing implementations of state-of-the-art generative models (VAEs, GANs, Diffusion Models, Flow Models, etc.) with multi-modal support"
https://docs.avitai.bio/artifex/guides/modalities/,"ARTIFEX - Architectures + Generative + JAX. A production-ready modular generative modeling library built on JAX/Flax, providing implementations of state-of-the-art generative models (VAEs, GANs, Diffusion Models, Flow Models, etc.) with multi-modal support"
https://docs.avitai.bio/artifex/guides/point-clouds/,"ARTIFEX - Architectures + Generative + JAX. A production-ready modular generative modeling library built on JAX/Flax, providing implementations of state-of-the-art generative models (VAEs, GANs, Diffusion Models, Flow Models, etc.) with multi-modal support"
https://docs.avitai.bio/artifex/guides/protein-extensions/,Protein extensions are the current reference implementation of the Artifex extension architecture. They let protein-aware behavior live outside the base model
https://docs.avitai.bio/artifex/guides/protein-modeling/,"ARTIFEX - Architectures + Generative + JAX. A production-ready modular generative modeling library built on JAX/Flax, providing implementations of state-of-the-art generative models (VAEs, GANs, Diffusion Models, Flow Models, etc.) with multi-modal support"
https://docs.avitai.bio/artifex/guides/benchmarks/protein-ligand/,"ARTIFEX - Architectures + Generative + JAX. A production-ready modular generative modeling library built on JAX/Flax, providing implementations of state-of-the-art generative models (VAEs, GANs, Diffusion Models, Flow Models, etc.) with multi-modal support"
https://docs.avitai.bio/artifex/guides/modalities/molecular/,"ARTIFEX - Architectures + Generative + JAX. A production-ready modular generative modeling library built on JAX/Flax, providing implementations of state-of-the-art generative models (VAEs, GANs, Diffusion Models, Flow Models, etc.) with multi-modal support"
https://docs.avitai.bio/artifex/inference/,Status: Supported runtime inference surface
https://docs.avitai.bio/artifex/inference/adapter/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/ancestral/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/autoregressive_generator/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/base/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/beam_search/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/caching/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/classifier_free/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/compilation/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/diffusion_generator/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/distillation/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/dynamic/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/energy_generator/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/flow_generator/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/gan_generator/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/grpc/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/latency/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/lora/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/memory/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/middleware/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/nucleus/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/onnx/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/padding/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/pipeline/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/prefix_tuning/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/production/,Status: Supported runtime inference surface Module: artifex.generative_models.inference.optimization.production Source:
https://docs.avitai.bio/artifex/inference/prompt_tuning/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/pruning/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/quantization/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/rest/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/stateless/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/streaming/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/temperature/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/tensorrt/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/tfjs/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/throughput/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/top_k/,Status: Coming soon
https://docs.avitai.bio/artifex/inference/vae_generator/,Status: Coming soon
https://docs.avitai.bio/artifex/modalities/,The live Artifex modality registry currently exposes three runtime-backed modalities:
https://docs.avitai.bio/artifex/modalities/adapters/,Status: Supported family-scoped modality owner
https://docs.avitai.bio/artifex/modalities/base/,Status: Supported family-scoped modality owner
https://docs.avitai.bio/artifex/modalities/config/,Status: Supported family-scoped modality owner
https://docs.avitai.bio/artifex/modalities/datasets/,Status: Supported family-scoped modality owner
https://docs.avitai.bio/artifex/modalities/evaluation/,Status: Supported family-scoped modality owner
https://docs.avitai.bio/artifex/modalities/losses/,Status: Supported family-scoped modality owner
https://docs.avitai.bio/artifex/modalities/modality/,Status: Supported family-scoped modality owner
https://docs.avitai.bio/artifex/modalities/registry/,Status: Supported modality registry owner
https://docs.avitai.bio/artifex/modalities/representations/,Status: Supported family-scoped modality owner
https://docs.avitai.bio/artifex/modalities/utils/,Status: Supported family-scoped modality owner
https://docs.avitai.bio/artifex/models/,This catalog tracks the live runtime surface shipped under artifex.generative_models.models. It does not treat deleted stubs or roadmap-only standalone pages as
https://docs.avitai.bio/artifex/models/base/,Module: generative_models.models.vae.base
https://docs.avitai.bio/artifex/models/beta_vae/,Module: generative_models.models.vae.beta_vae
https://docs.avitai.bio/artifex/models/conditional/,Module: generative_models.models.vae.conditional
https://docs.avitai.bio/artifex/models/conditioning/,Status: Coming soon
https://docs.avitai.bio/artifex/models/cyclegan/,Module: artifex.generative_models.models.gan.cyclegan
https://docs.avitai.bio/artifex/models/dcgan/,Module: generative_models.models.gan.dcgan
https://docs.avitai.bio/artifex/models/ddim/,Module: generative_models.models.diffusion.ddim
https://docs.avitai.bio/artifex/models/ddpm/,Module: generative_models.models.diffusion.ddpm
https://docs.avitai.bio/artifex/models/decoders/,Module: generative_models.models.vae.decoders
https://docs.avitai.bio/artifex/models/diffusion/,Module: generative_models.models.audio.diffusion
https://docs.avitai.bio/artifex/models/dit/,Supported owner: artifex.generative_models.models.diffusion.dit
https://docs.avitai.bio/artifex/models/ebm/,Module: generative_models.models.energy.ebm
https://docs.avitai.bio/artifex/models/encoders/,Module: generative_models.models.vae.encoders
https://docs.avitai.bio/artifex/models/glow/,Module: generative_models.models.flow.glow
https://docs.avitai.bio/artifex/models/graph/,Module: generative_models.models.geometric.graph
https://docs.avitai.bio/artifex/models/guidance/,Supported owner: artifex.generative_models.models.diffusion.guidance
https://docs.avitai.bio/artifex/models/iaf/,Module: generative_models.models.flow.iaf
https://docs.avitai.bio/artifex/models/latent/,Module: generative_models.models.diffusion.latent
https://docs.avitai.bio/artifex/models/lsgan/,Module: generative_models.models.gan.lsgan
https://docs.avitai.bio/artifex/models/made/,Module: generative_models.models.flow.made
https://docs.avitai.bio/artifex/models/maf/,Module: generative_models.models.flow.maf
https://docs.avitai.bio/artifex/models/mcmc/,Module: generative_models.models.energy.mcmc
https://docs.avitai.bio/artifex/models/mesh/,Module: generative_models.models.geometric.mesh
https://docs.avitai.bio/artifex/models/neural_spline/,Module: generative_models.models.flow.neural_spline
https://docs.avitai.bio/artifex/models/patchgan/,Module: generative_models.models.gan.patchgan
https://docs.avitai.bio/artifex/models/pixel_cnn/,Module: generative_models.models.autoregressive.pixel_cnn
https://docs.avitai.bio/artifex/models/point_cloud/,Module: generative_models.models.geometric.point_cloud
https://docs.avitai.bio/artifex/models/protein_graph/,Module: generative_models.models.geometric.protein_graph
https://docs.avitai.bio/artifex/models/protein_point_cloud/,Module: generative_models.models.geometric.protein_point_cloud
https://docs.avitai.bio/artifex/models/real_nvp/,Module: generative_models.models.flow.real_nvp
https://docs.avitai.bio/artifex/models/score/,Module: generative_models.models.diffusion.score
https://docs.avitai.bio/artifex/models/se3_molecular/,Module: generative_models.models.flow.se3_molecular
https://docs.avitai.bio/artifex/models/stable_diffusion/,Supported owner: artifex.generative_models.models.diffusion.stable_diffusion
https://docs.avitai.bio/artifex/models/stylegan/,Status: Coming soon
https://docs.avitai.bio/artifex/models/stylegan3/,Module: generative_models.models.gan.stylegan3
https://docs.avitai.bio/artifex/models/transformer/,Module: generative_models.models.autoregressive.transformer
https://docs.avitai.bio/artifex/models/unet/,Status: Coming soon
https://docs.avitai.bio/artifex/models/voxel/,Module: generative_models.models.geometric.voxel
https://docs.avitai.bio/artifex/models/vq_vae/,Module: generative_models.models.vae.vq_vae
https://docs.avitai.bio/artifex/models/wavenet/,Module: generative_models.models.autoregressive.wavenet
https://docs.avitai.bio/artifex/models/wgan/,Supported owner: artifex.generative_models.models.gan.wgan
https://docs.avitai.bio/artifex/notebooks/,"This published page lives under docs/notebooks/, but the actual notebooks live in the repo-root notebooks/ directory. The docs/notebooks/ directory contains"
https://docs.avitai.bio/artifex/papers/artifex_arxiv_preprint/,"Authors: Mahdi Shafiei Affiliation: Avitai Bio Email: mahdi@avitai.bio Date: January 26, 2026 Status: Research preprint describing an actively changing codebase"
https://docs.avitai.bio/artifex/roadmap/planned-examples/,Status: Coming soon
https://docs.avitai.bio/artifex/roadmap/planned-modules/,"This page is a checked status surface over the current package tree. It is not a freehand completeness matrix, and it intentionally avoids summary totals that"
https://docs.avitai.bio/artifex/scaling/,"Mesh utilities, sharding strategies, and configuration helpers for multi-device Artifex experiments."
https://docs.avitai.bio/artifex/scaling/mesh_utils/,Module: generative_models.scaling.mesh_utils
https://docs.avitai.bio/artifex/scaling/sharding/,Module: generative_models.scaling.sharding
https://docs.avitai.bio/artifex/theory/molecular-constraints/,"ARTIFEX - Architectures + Generative + JAX. A production-ready modular generative modeling library built on JAX/Flax, providing implementations of state-of-the-art generative models (VAEs, GANs, Diffusion Models, Flow Models, etc.) with multi-modal support"
https://docs.avitai.bio/artifex/training/,Status: Supported runtime training reference
https://docs.avitai.bio/artifex/training/adafactor/,Status: Coming soon
https://docs.avitai.bio/artifex/training/adamw/,Status: Coming soon
https://docs.avitai.bio/artifex/training/autoregressive_trainer/,Status: Supported runtime training surface
https://docs.avitai.bio/artifex/training/base/,Status: Supported runtime training surface
https://docs.avitai.bio/artifex/training/checkpoint/,Status: Supported runtime training surface
https://docs.avitai.bio/artifex/training/cosine/,Status: Coming soon
https://docs.avitai.bio/artifex/training/data_parallel/,Status: Supported runtime training surface
https://docs.avitai.bio/artifex/training/device_placement/,Status: Supported runtime training surface
https://docs.avitai.bio/artifex/training/diffusion_trainer/,Status: Supported runtime training surface
https://docs.avitai.bio/artifex/training/distributed_metrics/,Status: Supported runtime training surface
https://docs.avitai.bio/artifex/training/dpo/,Status: Supported runtime training surface
https://docs.avitai.bio/artifex/training/early_stopping/,Status: Supported runtime training surface
https://docs.avitai.bio/artifex/training/energy_trainer/,Status: Supported runtime training surface
https://docs.avitai.bio/artifex/training/exponential/,Status: Coming soon
https://docs.avitai.bio/artifex/training/factory/,Status: Supported runtime training surface
https://docs.avitai.bio/artifex/training/flow_trainer/,Status: Supported runtime training surface
https://docs.avitai.bio/artifex/training/gan_trainer/,Status: Supported runtime training surface
https://docs.avitai.bio/artifex/training/gradient_accumulation/,Status: Supported runtime training surface
https://docs.avitai.bio/artifex/training/grpo/,Status: Supported runtime training surface
https://docs.avitai.bio/artifex/training/linear/,Status: Coming soon
https://docs.avitai.bio/artifex/training/lion/,Status: Coming soon
https://docs.avitai.bio/artifex/training/logging/,Status: Supported runtime training surface
https://docs.avitai.bio/artifex/training/mesh/,Status: Supported runtime training surface
https://docs.avitai.bio/artifex/training/mixed_precision/,Status: Coming soon
https://docs.avitai.bio/artifex/training/model_parallel/,Status: Coming soon
https://docs.avitai.bio/artifex/training/optax_wrappers/,Status: Coming soon
https://docs.avitai.bio/artifex/training/ppo/,Status: Supported runtime training surface
https://docs.avitai.bio/artifex/training/profiling/,Status: Supported runtime training surface
https://docs.avitai.bio/artifex/training/reinforce/,Status: Supported runtime training surface
https://docs.avitai.bio/artifex/training/scheduler/,Status: Coming soon
https://docs.avitai.bio/artifex/training/tracking/,Status: Coming soon
https://docs.avitai.bio/artifex/training/utils/,Status: Supported runtime training surface
https://docs.avitai.bio/artifex/training/vae_trainer/,Status: Supported runtime training surface
https://docs.avitai.bio/artifex/training/visualization/,Status: Coming soon
https://docs.avitai.bio/artifex/tutorials/protein-modeling/,"ARTIFEX - Architectures + Generative + JAX. A production-ready modular generative modeling library built on JAX/Flax, providing implementations of state-of-the-art generative models (VAEs, GANs, Diffusion Models, Flow Models, etc.) with multi-modal support"
https://docs.avitai.bio/artifex/user-guide/advanced/architectures/,"Build custom model architectures using Flax NNX in Artifex. This guide covers advanced architectural patterns, custom layers, and integration with"
https://docs.avitai.bio/artifex/user-guide/advanced/checkpointing/,Checkpointing strategies for saving model state and reducing memory usage during training. Artifex provides both gradient checkpointing (activation
https://docs.avitai.bio/artifex/user-guide/advanced/distributed/,Distributed training enables training large models across multiple GPUs or nodes by parallelizing computation and distributing data. Artifex provides
https://docs.avitai.bio/artifex/user-guide/advanced/parallelism/,"Model parallelism techniques for training large models that don't fit on a single device. Artifex supports tensor parallelism, pipeline parallelism, and"
https://docs.avitai.bio/artifex/user-guide/concepts/autoregressive-01-foundations/,"This chapter establishes the chain-rule factorization, conditional-complexity choices, likelihood objective, ordering assumptions, and masking rules on which"
https://docs.avitai.bio/artifex/user-guide/concepts/autoregressive-02-architectures/,"This chapter shows how NADE recurrence, MADE masks, recurrent networks, masked convolutions, Transformers, audio models, and multiscale vision architectures"
https://docs.avitai.bio/artifex/user-guide/concepts/autoregressive-03-training/,"This chapter develops maximum-likelihood training, teacher forcing, loss construction, numerical stability, and optimization practices. For uninterrupted"
https://docs.avitai.bio/artifex/user-guide/concepts/autoregressive-04-decoding/,"This chapter compares deterministic and stochastic decoding, including temperature, top-k, nucleus sampling, and beam search. For uninterrupted reading, use the"
https://docs.avitai.bio/artifex/user-guide/concepts/autoregressive-05-connections/,"This chapter relates autoregression to VAEs, GANs, diffusion, flows, and EBMs before examining sparse, recurrent-state, deliberative, multimodal, and"
https://docs.avitai.bio/artifex/user-guide/concepts/autoregressive-06-practice/,"This chapter connects theory to Artifex usage, density and capability evaluation, throughput, deployment, quantization, and safety. For uninterrupted reading,"
https://docs.avitai.bio/artifex/user-guide/concepts/autoregressive-07-synthesis/,"This chapter consolidates the family’s principles, architecture and sampler choices, future directions, practical next steps, and primary reading sequence. For"
https://docs.avitai.bio/artifex/user-guide/concepts/autoregressive-explained/,"An autoregressive probabilistic model chooses an ordering of an object and represents its joint law as normalized conditional distributions, one coordinate or"
https://docs.avitai.bio/artifex/user-guide/concepts/bayesian-flow-networks-01-story/,"This chapter separates input, output, sender, receiver, update, accuracy, training-flow, and generative-flow objects. For uninterrupted reading, use the"
https://docs.avitai.bio/artifex/user-guide/concepts/bayesian-flow-networks-02-continuous/,"This chapter derives Gaussian conjugate updates, additive precision, natural parameters, vector beliefs, receiver distributions, and discretized observations."
https://docs.avitai.bio/artifex/user-guide/concepts/bayesian-flow-networks-03-discrete/,"This chapter develops simplex-valued beliefs, categorical Bayes updates, receiver codelength, discrete/discretized distinctions, and within-step factorization."
https://docs.avitai.bio/artifex/user-guide/concepts/bayesian-flow-networks-04-algorithms/,"This chapter specifies training, generation, accuracy scheduling, compression interpretation, conditional guidance, and executable invariants. For uninterrupted"
https://docs.avitai.bio/artifex/user-guide/concepts/bayesian-flow-networks-05-relations/,"This chapter qualifies BFN relationships with diffusion SDEs, variational inference, discrete iterative models, and flow matching. For uninterrupted reading,"
https://docs.avitai.bio/artifex/user-guide/concepts/bayesian-flow-networks-06-practice/,"This chapter defines evaluation, debugging, failure-mode, evidence-maturity, and research-exercise contracts. For uninterrupted reading, use the complete guide."
https://docs.avitai.bio/artifex/user-guide/concepts/bayesian-flow-networks-explained/,Bayesian Flow Networks (BFNs) generate data by evolving the parameters of simple input distributions through Bayesian updates. A neural network reads those
https://docs.avitai.bio/artifex/user-guide/concepts/bayesian-learning-01-object/,"This chapter begins from five Bayesian queries, defines the joint generative object, and works through Beta–Bernoulli updating, prediction, evidence, and"
https://docs.avitai.bio/artifex/user-guide/concepts/bayesian-learning-02-priors/,"This chapter develops prior roles, conjugacy, exchangeability, hierarchical partial pooling, and centered versus noncentered parameterizations. For"
https://docs.avitai.bio/artifex/user-guide/concepts/bayesian-learning-03-assessment/,"This chapter separates evidence, posterior prediction, predictive comparison, model criticism, and missing-data mechanisms while keeping their estimands and"
https://docs.avitai.bio/artifex/user-guide/concepts/bayesian-learning-04-practice/,"This chapter turns Bayesian specification and assessment into a reproducible workflow, then consolidates misconceptions, retrieval questions, synthesis, and"
https://docs.avitai.bio/artifex/user-guide/concepts/bayesian-learning-and-model-assessment/,"A generative model usually contains quantities that are not observed directly: component probabilities, decoder weights, population effects, noise scales, or"
https://docs.avitai.bio/artifex/user-guide/concepts/bayesian-nonparametric-models-explained/,A Bayesian nonparametric model places a prior on an object whose dimension is not fixed in advance by one finite parameter vector. Gaussian processes do this
https://docs.avitai.bio/artifex/user-guide/concepts/bnp-01-random-measures/,"This chapter develops distributions over measures through the Dirichlet process, conjugacy, predictive probabilities, stick breaking, and completely random"
https://docs.avitai.bio/artifex/user-guide/concepts/bnp-02-partitions-mixtures/,"This chapter connects random measures to exchangeable partitions, mixture models, predictive allocation, Pitman–Yor laws, and the limits of interpreting"
https://docs.avitai.bio/artifex/user-guide/concepts/bnp-03-feature-allocations/,"This chapter distinguishes one-cluster-per-item partitions from feature and trait allocations, then develops the Indian buffet and beta–Bernoulli process views."
https://docs.avitai.bio/artifex/user-guide/concepts/bnp-04-hierarchies/,"This chapter develops shared-atom hierarchies, dependent random measures, normalized random-measure variants, and the distinct roles neural networks can play"
https://docs.avitai.bio/artifex/user-guide/concepts/bnp-05-inference/,"This chapter compares collapsed, slice, truncation, sequential, variational, and amortized algorithms while keeping each finite computation distinct from its"
https://docs.avitai.bio/artifex/user-guide/concepts/bnp-06-evaluation/,"This chapter makes evaluation query-specific, develops predictive and simulation checks, reviews current dependent and neural compositions, and ends with"
https://docs.avitai.bio/artifex/user-guide/concepts/causal-generative-01-semantics/,"This chapter distinguishes observation, intervention, exogenous-state abduction, and same-unit counterfactual generation through one exact finite SCM and worked"
https://docs.avitai.bio/artifex/user-guide/concepts/causal-generative-02-identifiability/,"This chapter applies identification before estimation, returns to the finite SCM for exact effect and counterfactual bounds, and then develops observational"
https://docs.avitai.bio/artifex/user-guide/concepts/causal-generative-03-families/,"This chapter separates causal semantics from the VAE, flow, GAN, diffusion, and hybrid machinery used to parameterize structural mechanisms. For uninterrupted"
https://docs.avitai.bio/artifex/user-guide/concepts/causal-generative-04-counterfactuals/,"This chapter covers modular mechanism changes, soft and policy interventions, unit-level counterfactual generation, action-conditioned world models, and high-"
https://docs.avitai.bio/artifex/user-guide/concepts/causal-generative-05-discovery/,"This chapter connects causal discovery, equivalence classes, Bayesian graph uncertainty, DAG-GFlowNet, latent confounding, and peer-reviewed research. For"
https://docs.avitai.bio/artifex/user-guide/concepts/causal-generative-06-practice/,"This chapter provides claim-matched metrics, evidence tiers, safety rules, a reporting template, research exercises, and a verified evidence audit. For"
https://docs.avitai.bio/artifex/user-guide/concepts/causal-generative-models-explained/,A statistical generator answers questions about patterns it was trained to represent. A causal generative model additionally specifies how those patterns arise
https://docs.avitai.bio/artifex/user-guide/concepts/classical-01-latent-foundations/,"This chapter builds a visual and plate-notation grammar, then develops exponential families, latent-variable semantics, finite mixtures, and EM. For"
https://docs.avitai.bio/artifex/user-guide/concepts/classical-02-factor-analysis/,"This chapter compares probabilistic PCA, factor analysis, ICA, sparse coding, NMF, and matrix factorization while keeping their identification assumptions and"
https://docs.avitai.bio/artifex/user-guide/concepts/classical-03-directed-graphs/,"This chapter develops Bayesian networks, HMMs, linear dynamical systems, switching and nonlinear state-space models, structural time series, and the queries"
https://docs.avitai.bio/artifex/user-guide/concepts/classical-04-undirected-structure/,"This chapter introduces undirected energies and then separates covariance, precision, DAG, latent, score-based, constraint-based, and task-specific dependency"
https://docs.avitai.bio/artifex/user-guide/concepts/classical-05-sequences-functions/,"This chapter connects topic models, Gaussian processes, exact inference, and a fully worked two-state HMM filter as distinct classical generative objects and"
https://docs.avitai.bio/artifex/user-guide/concepts/classical-06-practice/,"This chapter completes a Bernoulli-mixture workflow from generation to EM, then consolidates diagnostics, misconceptions, primary reading, retrieval, and cross-"
https://docs.avitai.bio/artifex/user-guide/concepts/classical-generative-models/,"Modern neural generators did not invent latent variables, sequential factorization, energy functions, approximate inference, or structured conditional"
https://docs.avitai.bio/artifex/user-guide/concepts/compute-01-training/,"This chapter separates total/active/trainable parameters, data exposure, FLOP conventions, wall time, time-to-quality, and regime-specific compute-optimality."
https://docs.avitai.bio/artifex/user-guide/concepts/compute-02-systems/,"This chapter covers complete memory ledgers, parallelism, communication, precision, utilization, hardware timing, and rule-defined system benchmarks. Read it"
https://docs.avitai.bio/artifex/user-guide/concepts/compute-03-inference/,"This chapter defines complete ledgers for AR, diffusion/flow, direct/latent, MCMC/EBM, GFlowNet, search/verifier, and end-to-end generation. Read it"
https://docs.avitai.bio/artifex/user-guide/concepts/compute-04-controls/,"This chapter identifies experimental estimands and develops matching tables, matched budgets, factorial ablations, hyperparameter fairness, paired randomness,"
https://docs.avitai.bio/artifex/user-guide/concepts/compute-05-pareto/,"This chapter covers multi-objective Pareto analysis, training/inference amortization, scaling-law boundaries, energy/carbon scopes, rebound, reliability, and"
https://docs.avitai.bio/artifex/user-guide/concepts/compute-06-frontier/,This chapter audits peer-reviewed efficiency evidence and provides a minimum compute card and end-to-end research exercises. Read it continuously in the
https://docs.avitai.bio/artifex/user-guide/concepts/compute-and-controlled-comparisons/,"A quality result without a resource boundary is incomplete. Parameters, active parameters, training tokens/examples, optimizer steps, FLOPs, NFEs, candidate"
https://docs.avitai.bio/artifex/user-guide/concepts/conditioning-steering-and-constraints/,"A generator answers a distributional or constructive question. A controlled generative system adds a second question: which outputs should be preferred,"
https://docs.avitai.bio/artifex/user-guide/concepts/copula-01-semantics/,"This chapter defines copulas, states Sklar's theorem with its uniqueness boundary, derives density factorization and quantile generation, and treats"
https://docs.avitai.bio/artifex/user-guide/concepts/copula-02-classical/,"This chapter compares reference, elliptical, Archimedean, and extreme-value copulas through their structural and tail behavior. For uninterrupted reading, use"
https://docs.avitai.bio/artifex/user-guide/concepts/copula-03-inference/,"This chapter develops full and two-stage likelihood, rank pseudo-likelihood, conditional simulation, Rosenblatt residuals, density-ratio estimation, and"
https://docs.avitai.bio/artifex/user-guide/concepts/copula-04-vines/,"This chapter derives pair-copula constructions, separates exact decomposition from the simplifying assumption, and analyzes structure selection, truncation,"
https://docs.avitai.bio/artifex/user-guide/concepts/copula-05-neural/,"This chapter treats rectangle likelihoods and nonuniqueness for discontinuous marginals, then classifies neural constructions by how they establish copula"
https://docs.avitai.bio/artifex/user-guide/concepts/copula-06-evaluation/,"This chapter separates marginal validity, dependence fit, conditional calibration, observed-scale utility, and computational cost, then reviews current research"
https://docs.avitai.bio/artifex/user-guide/concepts/copula-models-explained/,A copula model separates two questions that an ordinary joint distribution answers at once:
https://docs.avitai.bio/artifex/user-guide/concepts/data-governance-and-provenance/,"Generative systems inherit the rights, errors, duplication, private information, synthetic artifacts, and security weaknesses of their data pipeline. Data"
https://docs.avitai.bio/artifex/user-guide/concepts/density-latent-energy-01-objects/,"This chapter distinguishes normalized densities, conditionals, latent joints, energies, scores, transports, and implicit samples by their tractable queries."
https://docs.avitai.bio/artifex/user-guide/concepts/density-latent-energy-02-normalized/,"This chapter compares how autoregressive models, invertible flows, and probabilistic circuits build normalization into different structures. Read it in the"
https://docs.avitai.bio/artifex/user-guide/concepts/density-latent-energy-03-latent/,"This chapter derives observed free energies, variational gaps, Fisher's identity, and the precise hierarchical-latent interpretation of finite diffusion."
https://docs.avitai.bio/artifex/user-guide/concepts/density-latent-energy-04-score/,"This chapter derives score identities, integrability conditions, score matching, Langevin limitations, and exponential tilting. Read it in the complete guide"
https://docs.avitai.bio/artifex/user-guide/concepts/density-latent-energy-05-correspondences/,"This chapter labels exact identities, assumption-dependent distributional equivalences, population optima, and hidden conversion costs. Read it in the complete"
https://docs.avitai.bio/artifex/user-guide/concepts/density-latent-energy-06-composition/,"This chapter covers products, mixtures, tilts, classifier energies, evaluation, exercises, and peer-reviewed energy/score research. Read it in the complete"
https://docs.avitai.bio/artifex/user-guide/concepts/density-latent-energy-relationships/,"Generative-model families often describe the same distribution through different interfaces: normalized conditionals, an invertible transformation, a latent"
https://docs.avitai.bio/artifex/user-guide/concepts/diffusion-01-foundations/,"This chapter develops discrete noising chains, the three ELBO term classes, denoising objectives, schedule-induced training measures, conditional and marginal"
https://docs.avitai.bio/artifex/user-guide/concepts/diffusion-02-architectures/,"This chapter studies U-Nets, DiTs, conditioning, time embeddings, the exact conversion boundaries among prediction targets, EDM preconditioning, and structured-"
https://docs.avitai.bio/artifex/user-guide/concepts/diffusion-03-training/,"This chapter turns the objectives into training procedures and examines parameterization-dependent weighting, learned reverse variance, Min-SNR, schedule"
https://docs.avitai.bio/artifex/user-guide/concepts/diffusion-04-sampling/,"This chapter compares stochastic and deterministic samplers, coarse-transition multimodality, solver error, classifier-free guidance, posterior sampling,"
https://docs.avitai.bio/artifex/user-guide/concepts/diffusion-05-variants/,"This chapter covers latent, cascade, conditional, discrete, language, multimodal, scientific, graph, 3D, and geometric diffusion systems. For uninterrupted"
https://docs.avitai.bio/artifex/user-guide/concepts/diffusion-06-theory-frontier/,"This chapter connects diffusion to adjacent families, stochastic transport, EDM, flow matching, stochastic interpolants, Schrödinger bridges, distillation, and"
https://docs.avitai.bio/artifex/user-guide/concepts/diffusion-07-synthesis/,"This chapter covers deployment, efficiency, safety, key takeaways, next steps, and a structured route through foundational and research references. For"
